publisher,grade,unit,word,part_of_speech,translation,sentence_example
翰林,八上,lesson 5,sound,n.,聲音,"A: Hey, listen! What's that strange sound? B: Oh, it's our dog, Willy."
翰林,八上,lesson 5,bell,n.,鐘；鈴,Do you have a bell on your bicycle?
翰林,八上,lesson 5,experience,n.; v.,經歷；經驗,People learn from their past experience.
翰林,八上,lesson 5,wonderful,adj.,美好的,I had a wonderful time at the party yesterday.
翰林,八上,lesson 5,play,n.,戲劇,How many plays did William Shakespeare write?
翰林,八上,lesson 5,around,adv.,大約,Brandon got home around : last night.
翰林,八上,lesson 6,will,aux.,將,I will be late for class today.
翰林,八上,lesson 6,ugly,adj.,醜的,This pair of shoes is ugly.
翰林,八上,lesson 6,sweater,n.,毛衣,My favorite sweater is the pink one.
翰林,八上,lesson 6,tomorrow,adv.; n.,明天,Bella is coming to my house tomorrow.
翰林,八上,lesson 6,funny,adj.,滑稽的,Ted made a funny face.
翰林,八上,lesson 6,wear,v.,穿；戴,Andy likes to wear a cap when he dances.
翰林,八上,lesson 6,cost,v.,價錢為；花費,The belt cost me  NT dollars.
翰林,八上,lesson 6,expensive,adj.,昂貴的,The guitar is too expensive. I don't have that much money.
翰林,八上,lesson 6,spend,v.,花費（時間、金錢）,I spend a lot of time at home.
翰林,八上,lesson 6,glove,n.,手套,It's cold today. Remember to put on your gloves.
翰林,八上,lesson 6,on sale,,特價中,These notebooks are on sale now. They are only  dollars each.
翰林,八上,lesson 6,pair,n.,（一）雙；（一）對,Evans wants to buy a new pair of running shoes.
翰林,八上,lesson 6,total,n.; adj.,總計（的）；全部（的）,The total number of horses on the farm is .
翰林,八上,lesson 6,pay,v.,付費,Can you lend me one hundred dollars? I will pay you back tomorrow.
翰林,八上,lesson 6,thousand,n.,千,There are about two thousand students in the school.
翰林,八上,lesson 6,save,v.,節省,Let's not walk there. We can save time by taking the bus.
翰林,八上,lesson 6,would like,,想要,I would like to have some cookies with tea.
翰林,八上,lesson 6,change,n.,找零,A: The total is eight hundred dollars. B: Here is one thousand dollars. A: Thanks. And here is your change.
翰林,八上,lesson 6,dress,v.; n.,打扮；洋裝,Tina is going to wear that red dress to the party.
翰林,八上,lesson 6,cap,n.,（前有遮簷的）帽子,"Todd's baseball cap is black, and mine is blue."
翰林,八上,lesson 6,shirt,n.,襯衫,A: Do you wear the same white shirt every day? B: No. I have five of them.
翰林,八上,lesson 6,belt,n.,腰帶,A: Where is my belt? B: Isn't it on your bed?
翰林,八上,lesson 6,jeans,n.,牛仔褲,Theresa seldom wears jeans to work.
翰林,八上,lesson 6,sock,n.,襪子,Many students in Japan wear a skirt with long socks to school.
翰林,八上,lesson 6,tie,n.,領帶,Hannah bought her dad a tie for Father's Day.
翰林,八上,lesson 6,pants,n.,長褲,John was wearing gray pants and a white shirt at that time.
翰林,八上,lesson 6,shoe,n.,鞋,Where did you get this pair of shoes? They're beautiful.
翰林,八上,lesson 6,T-shirt,n.,T恤,I like to wear T-shirts on hot summer days.
翰林,八上,lesson 6,shorts,n.,短褲,The men's shorts in the store are on sale now.
翰林,八上,lesson 6,hat,n.,帽子,You need a hat because it is sunny and hot today.
翰林,八上,lesson 6,coat,n.,外套,"A: Son, put on your coat before you leave. It's cold now. B: OK, Mom."
翰林,八上,lesson 6,skirt,n.,裙子,The yellow skirt is too big for you.
翰林,八上,lesson 6,glasses,n.,眼鏡,You are handsome in your new glasses.
翰林,八上,lesson 6,ring,n.,戒指；環（狀物）,Sherry's boyfriend gave her a ring for her birthday.
翰林,八上,lesson 6,take off,,脫下,Please take off your shoes before you go into the house.
翰林,八上,lesson 6,fast,adj.; adv.,快的；快地,Thomas is a fast swimmer.
翰林,八上,lesson 6,low,adj.,低的,You can buy many things at a low price at the night market.
翰林,八上,lesson 6,price,n.,價格,A: What is the price of the popcorn? B: It is  dollars.
翰林,八上,lesson 6,still,adv.,仍然,"Nick ate two pizzas, but he is still hungry."
翰林,八上,lesson 6,anything,pron.,任何事物,Do you know anything about growing rice?
翰林,八上,lesson 6,cheap,adj.,便宜的,The shop sells cheap bags. Let's take a look.
翰林,八上,lesson 6,most,adj.,大部分的,Most people in the country love watching soccer games.
翰林,八上,lesson 6,move,v.,搬遷,They will move into their new house before November.
翰林,八上,lesson 6,pay,n.,工資,The pay for the job is not so good.
翰林,八上,lesson 6,come off,,從⋯脫落,Polyester comes off your clothes when you wash them.
翰林,八上,lesson 6,cost,n.,價；成本,We will save those people's lives at any cost.
翰林,八上,lesson 6,high,adj.,高的,What animals live in high mountains?
翰林,八上,lesson 6,second,n.,秒,Can you please give me a second?
翰林,八下,lesson 1,than,conj.; prep.,比,I am taller than my sister.
翰林,八下,lesson 1,convenient,adj.,便利的,It is convenient to go around Taipei by Taipei Metro.
翰林,八下,lesson 1,pork,n.,豬肉,Can you buy some pork from the supermarket?
翰林,八下,lesson 1,beef,n.,牛肉,Many people in India don't eat beef.
翰林,八下,lesson 1,more,adv.; adj.,更⋯,"To many students, math is more difficult than English."
翰林,八下,lesson 1,delicious,adj.,美味的,Alice treated me to a delicious meal at a nice restaurant. 
翰林,八下,lesson 1,feel,v.,感到,I felt tired after working all day long.
翰林,八下,lesson 1,steak,n.,牛排；肉排,Steak is Andy's favorite food.
翰林,八下,lesson 1,menu,n.,菜單,Do you have sandwiches on the menu?
翰林,八下,lesson 1,waitress,n.,女服務生,I asked the waitress for a cup of tea.
翰林,八下,lesson 1,ham,n.,火腿,I had a ham sandwich for breakfast this morning.
翰林,八下,lesson 1,cheese,n.,乳酪,Kyle always puts a lot of cheese on his pizza.
翰林,八下,lesson 1,fries（= French fries）,n.,薯條,Don't always eat fries. It's bad for your health. 
翰林,八下,lesson 1,medium,adj.,五分熟；中等的,I like my steak medium.
翰林,八下,lesson 1,pie,n.,派,Would you like to have some apple pie after your meal?
翰林,八下,lesson 1,smell,v.,聞起來,What are you cooking? It smells so good.
翰林,八下,lesson 1,taste,v.; n.,嚐起來；味道,The coffee cost me eighty dollars. And it tasted terrible.
翰林,八下,lesson 1,as... as...,如同⋯一樣⋯,如同⋯一樣⋯,The ten-year-old boy is as tall as his father.
翰林,八下,lesson 1,get around,各處旅行,各處旅行,We got around the village by bike. 
翰林,八下,lesson 1,dish,n.,菜餚,My mom makes delicious chicken soup. It's my favorite dish.
翰林,八下,lesson 1,get,v.,變成,Mike got healthier by doing lots of exercise.
翰林,八下,lesson 1,sound,v.,聽起來,Did the story sound interesting to you?
翰林,八下,lesson 1,noodle,n.,麵,Taiwan is famous for beef noodles.
翰林,八下,lesson 1,knife,n.,刀,Be careful! The bad guy has a knife in his right hand.
翰林,八下,lesson 1,chopsticks,n.,筷子,My friend from the USA cannot use chopsticks to eat.
翰林,八下,lesson 1,spoon,n.,湯匙,I ate the soup with a spoon.
翰林,八下,lesson 1,waiter,n.,男服務生,"It is lunch time, and the waiters are busy taking orders."
翰林,八下,lesson 1,butter,n.,奶油,Fiona makes delicious butter cookies.
翰林,八下,lesson 1,toast,n.,烤吐司；烤麵包片,My father likes to have toast and coffee for breakfast.
翰林,八下,lesson 1,bun,n.,小圓麵包,My mom took a bun to make a hamburger.
翰林,八下,lesson 1,bread,n.,麵包,I usually put some butter on my bread.
翰林,八下,lesson 1,meat,n.,肉,Tim loves meat. Beef is his favorite.
翰林,八下,lesson 1,earth,n.,地球,How many people are there on earth?
翰林,八下,lesson 1,answer,n.; v.,答案；回答,"A: What do you want to be in the future? B: Well, I can't answer you now. I'm still thinking about it. "
翰林,八下,lesson 1,raise,v.,飼養,My uncle raises cows and chickens on the farm.
翰林,八下,lesson 1,gas,n.,氣體；汽油,Let's stop at the gas station and get some gas for our car.
翰林,八下,lesson 1,friendly,adj.,友善的,Everyone likes Emily because she is always friendly to people.
翰林,八下,lesson 1,real,adj.,真實的,The candy is very special. It looks like real flowers.
翰林,八下,lesson 1,question,n.,問題,The reporter asked the singer questions about her new song.
翰林,八下,lesson 1,kind,n.,種類,What is your favorite kind of movie?
翰林,八下,lesson 1,tell... from,,分辨,It's difficult to tell Judy from her sister.
翰林,八下,lesson 2,grass,n.,草地,We sat on the grass and had a picnic on a sunny day.
翰林,八下,lesson 2,red fire ant,n.,紅火蟻,Be careful. There are red fire ants in this park.
翰林,八下,lesson 2,dangerous,adj.,危險的,Stop playing on the road. It's dangerous.
翰林,八下,lesson 2,bite,n.; v.,咬；咬（傷）,The dog bit the little boy on the arm.
翰林,八下,lesson 2,death,n.,死亡,Nicole is really sad about her pet cat's death.
翰林,八下,lesson 2,kick,v.,踢,Jeff kicked the ball in the classroom and broke the window.
翰林,八下,lesson 2,themselves,pron.,他們自己,Do your kids go to school by themselves?
翰林,八下,lesson 2,kill,v.,殺死,The terrible fire killed many factory workers.
翰林,八下,lesson 2,stay away from,遠離⋯,遠離⋯,Stay away from that man. He may hurt you.
翰林,八下,lesson 2,agree,v.,同意,Everyone in the class agrees with Jim's idea.
翰林,八下,lesson 2,rock,n.,岩石,We can see big rocks in the mountains.
翰林,八下,lesson 2,myself,pron.,我自己,A: Who made this delicious cake? B: I made it by myself.
翰林,八下,lesson 2,snake,n.,蛇,Many people are scared of snakes.
翰林,八下,lesson 2,wet,adj.,潮濕的,It is cold and wet in Taipei in winter.
翰林,八下,lesson 2,scary,adj.,令人害怕的,I never watch scary movies.
翰林,八下,lesson 2,deep,adj.,深的,The river is deep. Don't swim in it.
翰林,八下,lesson 2,TRUE,adj.,真實的,You're moving to India. Is it true?
翰林,八下,lesson 2,most,adv.; adj.,最⋯；最多的,English is the most interesting subject to me.
翰林,八下,lesson 2,give... a hand,幫⋯,幫⋯,Could you give me a hand with the homework? It's difficult. 
翰林,八下,lesson 2,spider,n.,蜘蛛,Help! There's a big spider in my bedroom.
翰林,八下,lesson 2,gram,n.,公克,How many grams of flour do you need?
翰林,八下,lesson 2,insect,n.,昆蟲,Red fire ants are dangerous insects.
翰林,八下,lesson 2,bee,n.,蜜蜂,Bees are flying around the flowers.
翰林,八下,lesson 2,inch,n.,吋,An inch is about . centimeters.
翰林,八下,lesson 2,wide,adj.,寬的,We can't get the table into the room. The door is not wide enough.
翰林,八下,lesson 2,kilogram,n.,公斤,Debby is thin; she's only  kilograms.
翰林,八下,lesson 2,below,prep.; adv.,在⋯之下；在下面,"When we stood on the top of the hill, the houses below looked so small. "
翰林,八下,lesson 2,sea level,n.,海平面,The top of that mountain is about eight thousand meters above sea level.
翰林,八下,lesson 2,mile,n.,英里,My grandma walks ten miles a day to keep healthy.
翰林,八下,lesson 2,feet,n.,英尺（複數）,The bus station is only fifty feet from my house.
翰林,八下,lesson 2,until,conj.; prep.,直到,John didn't clean his room until his mom got mad.
翰林,八下,lesson 2,scared,adj.,害怕的,My sister is not scared of spiders at all.
翰林,八下,lesson 2,wave,n.,浪,Look! That man is surfing on a big wave.
翰林,八下,lesson 2,far,adv.; adj.,遠,How far is it from your house to school?
翰林,八下,lesson 2,worried,adj.,擔心的,My parents were worried about my sister because she came back late last night.
翰林,八下,lesson 2,shout,v.,喊叫,Mary saw me on the street and shouted my name.
翰林,八下,lesson 2,nothing,pron.,沒什麼；無事；無物,"I was so hungry, but there was nothing to eat."
翰林,八下,lesson 2,forget,v.,忘記,My teacher was mad because I forgot to do my homework.
翰林,八下,lesson 2,few,adj.; pron.,很少（的）,Few students in the class like math.
翰林,八下,lesson 2,stay,v.,停留,A: Where did you go last weekend? B: I just stayed home.
翰林,八下,lesson 3,hard,adv.; adj.,努力地；困難的,Albert worked hard and made a lot of money.
翰林,八下,lesson 3,well,adv.,好地,"Dad is old, and he can't hear very well."
翰林,八下,lesson 3,share,v.,分享,I would like to share my stories about my days in Australia.
翰林,八下,lesson 3,weak,adj.,虛弱的,He felt weak when he traveled to India for vacation.
翰林,八下,lesson 3,hen,n.,母雞,Mr. Parker is feeding his hens.
翰林,八下,lesson 3,dirty,adj.,髒的,"Our hands, feet, and clothes were dirty after we played soccer."
翰林,八下,lesson 3,without,prep.,沒有；無,"I left school without an umbrella, so I got wet when it rained."
翰林,八下,lesson 3,quickly,adv.,快地,"Bob, don't eat so quickly. It's bad for your health."
翰林,八下,lesson 3,web page,n.,網頁,This web page looks terrible. There are too many colors.
翰林,八下,lesson 3,service,n.,服務,The hotel provides good service.
翰林,八下,lesson 3,clearly,adv.,清楚地,We can see the fish in the river clearly because the water is clean.
翰林,八下,lesson 3,No problem.,,沒問題。,A: Can you drive me to the airport later? B: Sure. No problem. 
翰林,八下,lesson 3,wise,adj.,明智的,It is wise to think twice before you decide to do anything big.
翰林,八下,lesson 3,mean,adj.,刻薄的；兇惡的,Cinderella's sisters are mean to her.
翰林,八下,lesson 3,make,v.,要⋯做⋯；使⋯,Mom made my brother mop the floor and wipe the tables.
翰林,八下,lesson 3,break,n.,休息,"At break, we usually share some snacks with each other."
翰林,八下,lesson 3,over,prep.,超過,"Yesterday, Jerry worked over twelve hours. He looked really tired."
翰林,八下,lesson 3,treat,v.,對待,Our teacher treats all the students the same.
翰林,八下,lesson 3,take... down,,使某人垮臺；拆除,They are going to take the old house down and build a new one. 
翰林,八下,lesson 3,have,v.,使⋯,I'll have my secretary give you a call in ten minutes.
翰林,八下,lesson 3,goose（複數為geese ）,n.,鵝,The snow goose is dancing beautifully on the lake.
翰林,八下,lesson 3,duck,n.,鴨,The kid can't tell chickens from ducks.
翰林,八下,lesson 3,loudly,adv.,大聲地,Barbie always speaks the most loudly in class.
翰林,八下,lesson 3,goat,n.,山羊,There are goats living in the mountains behind my house.
翰林,八下,lesson 3,papaya,n.,木瓜,Jacky loves drinking papaya milk when he gets home from school. 
翰林,八下,lesson 3,watermelon,n.,西瓜,You can buy a bottle of watermelon juice at a very low price at the night market.
翰林,八下,lesson 3,guava,n.,芭樂,These guava trees are about six meters tall.
翰林,八下,lesson 3,pear,n.,梨子,"Last year, Melody planted a pear tree in front of her house."
翰林,八下,lesson 3,tomato,n.,番茄,I love egg and tomato sandwiches.
翰林,八下,lesson 3,peach,n.,桃子,I would like some peaches and cream for my afternoon tea.
翰林,八下,lesson 3,grape,n.,葡萄,Dad bought me a cheeseburger and a bottle of grape juice for breakfast. 
翰林,八下,lesson 3,turtle,n.,烏龜,Julie raises a baby turtle.
翰林,八下,lesson 3,vegetable,n.,蔬菜,Growing fruit and vegetables is Mr. Depp's job.
翰林,八下,lesson 3,strawberry,n.,草莓,The strawberry cream pie looks more delicious than the apple pie.
翰林,八下,lesson 3,slowly,adv.,慢地,Ted runs the most slowly in our class.
翰林,八下,lesson 3,American,n.,美國人,Jack's wife is an American.
翰林,八下,lesson 3,million,n.,百萬,There are about  million people in Taiwan.
翰林,八下,lesson 3,pound,n.,磅,The pork is on sale this week. It costs only two dollars a pound. 
翰林,八下,lesson 3,pick,v.,採摘；撿拾,"When we climbed up the mountain, we picked some flowers along the way."
翰林,八下,lesson 3,bean,n.,豆,Roast chicken with green beans is the best dish at this restaurant.
翰林,八下,lesson 3,cent,n.,美分,"He works very hard, but he only gets  cents an hour."
翰林,八下,lesson 3,chance,n.,機會,These kids are poor. They don't even have a chance to go to school.
翰林,八下,lesson 3,choose,v.,選擇,Teresa chose a red dress for the Christmas party.
翰林,八下,lesson 4,typhoon,n.,颱風,The typhoon season falls between July and September in Taiwan.
翰林,八下,lesson 4,blow,v.,吹,The strong wind blew down a tall tree.
翰林,八下,lesson 4,rose,n.,玫瑰花,"On Valentine's Day, Judy's husband gave her a red rose and a card."
翰林,八下,lesson 4,balcony,n.,陽台,She is hanging the clothes on the balcony.
翰林,八下,lesson 4,must,aux.,必須；一定,"For your own safety, you must follow the rules when driving."
翰林,八下,lesson 4,prepare,v.,準備,"She is preparing sandwiches, hamburgers, and orange juice for the picnic."
翰林,八下,lesson 4,should,aux.,應該,You should wash your hands before you eat.
翰林,八下,lesson 4,candle,n.,蠟燭,The wind is really strong. It blew out the candle. 
翰林,八下,lesson 4,light,n.; v.,燈；光；點亮,It's too dark here. Can you turn on the lights?
翰林,八下,lesson 4,radio,n.,收音機；廣播,I sat in my car and turned on the radio.
翰林,八下,lesson 4,news,n.,新聞；消息,There was news on the big earthquake last night.
翰林,八下,lesson 4,if,conj.,如果,"If you come home late, I'll have dinner by myself."
翰林,八下,lesson 4,or,conj.,否則,"We should leave now, or we'll be late for the movie."
翰林,八下,lesson 4,have to,,必須,"Before the typhoon comes, we have to prepare enough food and save water."
翰林,八下,lesson 4,go out,,熄滅,The fire finally went out with the help of the rescue team.
翰林,八下,lesson 4,train,v.,訓練,She trained hard to be a successful basketball player.
翰林,八下,lesson 4,face,v.,面對,"Ron, you have to face the fear of spiders."
翰林,八下,lesson 4,try one's best,,盡力而為,The doctor tried her best to save the dying man.
翰林,八下,lesson 4,turn on,,打開（電源）,The boy turned on the TV right after he got back home.
翰林,八下,lesson 4,latest,adj.,最新的,The reporter is reporting the latest news on TV.
翰林,八下,lesson 4,star,n.,星星,Look up at the sky now! There are thousands of bright stars.
翰林,八下,lesson 4,shine,v.,閃耀；照耀,The sun is shining brightly. It's a nice sunny day.
翰林,八下,lesson 4,giant,adj.,巨大的,The giant turtle moves very slowly on the beach.
翰林,八下,lesson 4,rainbow,n.,彩虹,A rainbow came out after the heavy rain.
翰林,八下,lesson 4,pretty,adj.,漂亮的,The singer looks very pretty.
翰林,八下,lesson 4,garden,n.,花園,Aunt Tracy grows many kinds of flowers and plants in her garden.
翰林,八下,lesson 4,frog,n.,青蛙,You can find frogs easily by a pond in summer.
翰林,八下,lesson 4,noise,n.,聲響；噪音,I couldn't study because people around me made too much noise.
翰林,八下,lesson 4,pond,n.,池塘,"Fish, turtles, and ducks live in the pond."
翰林,八下,lesson 4,earthquake,n.,地震,The big earthquake killed many people.
翰林,八下,lesson 4,bravely,adv.,勇敢地,The soldiers fight bravely for their country.
翰林,八下,lesson 4,through,prep.,穿越,It's dangerous to walk through a rainforest in the dark.
翰林,八下,lesson 4,sharp,adj.,尖銳的,Be careful of the sharp knife. You may get hurt.
翰林,八下,lesson 4,reach,v.,到達,They climbed up the mountain and reached the top. 
翰林,八下,lesson 4,space,n.,空間,The concert was full of people. There was no space for more.
翰林,八下,lesson 4,size,n.,大小；尺寸,We wore the same size T-shirt.
翰林,八下,lesson 4,as,prep.,作為；如同,Danny's father works as a taxi driver.
翰林,八下,lesson 4,times,n.,倍,Ms. Johnson makes five times more money than Mr. Johnson.
翰林,八下,lesson 5,although（= though）,conj.,雖然,"Although Mr. Mills doesn't feel good, he still came to work today."
翰林,八下,lesson 5,matter,n.,問題；事件,A: What's the matter? You look tired. B: I didn't sleep well last night. 
翰林,八下,lesson 5,sore throat,n.,喉嚨痛,You should see a doctor when you have a sore throat.
翰林,八下,lesson 5,explain,v.,解釋,It's difficult for me to explain the problem clearly.
翰林,八下,lesson 5,cough,v.; n.,咳嗽,My grandma has a bad cough. She's taking the medicine now.
翰林,八下,lesson 5,probably,adv.,很可能；大概,"If you still have problems with the math homework, you should probably go ask the teacher."
翰林,八下,lesson 5,take care of,,照顧,The nurses take good care of the mother and the baby.
翰林,八下,lesson 5,noon,n.,中午,My mom goes to work at night and comes back home before noon. 
翰林,八下,lesson 5,both,pron.,兩者（都）,I have two brothers. Both of them are on the baseball team.
翰林,八下,lesson 5,sick,adj.,生病的,I feel sick. Can you drive me to the hospital?
翰林,八下,lesson 5,medicine,n.,藥,Children don't like to take medicine.
翰林,八下,lesson 5,honey,n.,蜂蜜,I would like to have some honey for my lemon tea.
翰林,八下,lesson 5,lemon,n.,檸檬,Jessica stopped at a cake shop and looked at the lemon cake in the window.
翰林,八下,lesson 5,useful,adj.,有用的,I got some useful books on science from my dad.
翰林,八下,lesson 5,stand,n.,攤位,There's an ice cream stand in the park. It sells my favorite ice cream.
翰林,八下,lesson 5,feel like,,想要,I don't feel like cooking. Can we just go out for dinner?
翰林,八下,lesson 5,cold,n.,感冒,Some people catch a cold when seasons change.
翰林,八下,lesson 5,well,adj.,健康的,I'm not feeling well. My stomach hurts.
翰林,八下,lesson 5,head,n.,頭,The baby fell off the bed and hurt its head.
翰林,八下,lesson 5,headache,n.,頭痛,"I didn't sleep well last night, so I have a headache now."
翰林,八下,lesson 5,stomachache,n.,胃痛,You might get a stomachache if you eat too much or too fast.
翰林,八下,lesson 5,fever,n.,發燒,The girl has a high fever.
翰林,八下,lesson 5,runny nose,n.,流鼻水,A: Do you know any way to stop a runny nose? B: Yes. Try some hot lemon drinks.
翰林,八下,lesson 5,knee,n.,膝蓋,I hurt my knee during PE class.
翰林,八下,lesson 5,nail,n.,指甲,The man bites his nails when he is nervous.
翰林,八下,lesson 5,finger,n.,手指,Bella has beautiful hands. Her fingers are long and thin.
翰林,八下,lesson 5,neck,n.,脖子,I can't turn my head to the other side because my neck hurts. 
翰林,八下,lesson 5,shoulder,n.,肩膀,There's a bird resting on your left shoulder.
翰林,八下,lesson 5,common,adj.,常見的；共同的,Forest fires are common in Australia in late January and early February.
翰林,八下,lesson 5,actually,adv.,實際上；事實上,"Actually, Julie and I are not close friends. We don't know much about each other."
翰林,八下,lesson 5,helpful,adj.,有幫的,Thanks for your idea. It's really helpful.
翰林,八下,lesson 5,root,n.,根,The roots of a tree can go deep into the ground.
翰林,八下,lesson 5,reason,n.,原因；理由,The woman sometimes feels sad for no reason.
翰林,八下,lesson 5,must,n.,必要的事物,"When I see a movie, popcorn is a must."
翰林,八下,lesson 5,under the weather,,身體不舒服,I am under the weather. I need to take a rest.
翰林,八下,lesson 5,treat,v.,治療,The medicine couldn't treat her headache.
翰林,八下,lesson 6,pass,v.,傳遞,"Could you pass the salt, please?"
翰林,八下,lesson 6,throw,v.,丟；投擲,The little boy threw something out of the window.
翰林,八下,lesson 6,point,n.,得分,David got the most points in the game. 
翰林,八下,lesson 6,win,v.,贏；獲勝,I believe that we'll win the game if we practice harder.
翰林,八下,lesson 6,group,n.,團體,Lily and I are in the same group in the English club.
翰林,八下,lesson 6,grade,n.,成績,Joe always gets good grades in science.
翰林,八下,lesson 6,fail,v.,考不及格；失敗,Many of the students in my class failed math.
翰林,八下,lesson 6,test,n.,考試,Tiffany studied hard for the test.
翰林,八下,lesson 6,afraid,adj.,害怕的；擔憂的,Rita is afraid of speaking in front of people.
翰林,八下,lesson 6,smart,adj.,聰明的,Hank is really a smart guy. He does well in every subject.
翰林,八下,lesson 6,begin,v.,開始,Ted began learning English two years ago.
翰林,八下,lesson 6,meeting,n.,會議；會面,We'll have a meeting with the boss this afternoon.
翰林,八下,lesson 6,come on,,快點；少來了,"Come on, Sandy. Show me your work."
翰林,八下,lesson 6,excuse,n.,藉口；理由,Don't make an excuse for your mistake.
翰林,八下,lesson 6,around the corner,,即將來臨；在附近,Christmas is around the corner.
翰林,八下,lesson 6,hold back,,阻礙,Don't worry. I believe nothing can hold you back.
翰林,八下,lesson 6,count... in,,算⋯參加一份,A: We plan to go to the library later. Would you like to join us? B: Sure. Count me in. 
翰林,八下,lesson 6,simple,adj.,簡單的,That's a simple question. Even a five-year-old child can answer it.
翰林,八下,lesson 6,expect,v.,預計；期望,I didn't expect to see you at Frank's party. Aren't you busy at work?
翰林,八下,lesson 6,mistake,n.,錯誤,People sometimes learn from mistakes.
翰林,八下,lesson 6,angle,n.,立場；角度,He always sees things from a different angle.
翰林,八下,lesson 6,allow,v.,允許,Some parents don't allow their children to play video games.
翰林,八下,lesson 6,laugh,v.; n.,笑；笑聲,We laughed when we heard Jack's story about his experience in Indonesia. 
翰林,八下,lesson 6,keep in mind,,記住,"Keep in mind that you have to take the medicine after meals, or you might have a stomachache."
翰林,八下,lesson 6,bring,v.,帶來；攜帶,Did you bring anything to eat? I'm so hungry.
翰林,八下,lesson 6,honest,adj.,誠實的；可信的,"To be honest, the writer's new book is worse than the last one."
翰林,八下,lesson 6,lead to,,導致,Eating too much fast food may lead to health problems.
翰林,八下,lesson 6,push,v.,迫使；推動,The boss pushed the workers to work for long hours.
翰林,八下,lesson 6,excellent,adj.,優秀的；極佳的,Michael Phelps is an excellent swimmer.
翰林,八下,lesson 6,be able to,,能夠,Vivian won't be able to come today. Her mother died in the early morning.
翰林,八下,lesson 6,define,v.,下定義；界定,Don't let others define you. Just be yourself.
翰林,八下,lesson 6,matter,v.,要緊；重要,A: What did you want to tell me this morning? B: It doesn't matter now.
翰林,八下,lesson 6,picture,v.,想像,Try to picture that you are in a rainforest. What do you see there?
翰林,八下,lesson 6,as for,,至於,"The food in this restaurant is good. As for the service, it's bad."
翰林,八下,lesson 6,to the full,,盡可能,Life is short. You should enjoy it to the full.
翰林,九上,lesson 1,yet,adv.,還（沒）,Have you finished your work yet?
翰林,九上,lesson 1,already,adv.,已經,"When I got to the office, Harry was there already."
翰林,九上,lesson 1,diet,n.,節食；飲食,Don't give me too much rice. I'm on a diet.
翰林,九上,lesson 1,since,conj.; prep.,自從,Emily hasn't seen Oliver since he moved abroad.
翰林,九上,lesson 1,photo,n.,照片,Judy showed me some of her family photos.
翰林,九上,lesson 1,crazy,adj.,荒唐的；瘋狂的,It was crazy of her to drive a car like that. 
翰林,九上,lesson 1,as... as possible,,盡可能的⋯,Please call me back as soon as possible.
翰林,九上,lesson 1,slim,adj.,苗條的；微小的,Staying slim becomes more difficult when we get older.
翰林,九上,lesson 1,tip,n.,訣竅,My grandma knows some tips for making chocolate cake.
翰林,九上,lesson 1,type,n.,類型,What type of clothes do you like to wear?
翰林,九上,lesson 1,ever,adv.,曾經,"A: Have you ever visited an art museum? B: Yes, I have been to an art museum twice."
翰林,九上,lesson 1,habit,n.,習慣,Luna has a habit of biting her nails when she is nervous. 
翰林,九上,lesson 1,take action,,採取行動,"The police need to take action as soon as possible, or the bad guy may hurt the kid."
翰林,九上,lesson 1,be all ears,,洗耳恭聽,The students were all ears in the class.
翰林,九上,lesson 1,at least,,至少,Eva goes to the movies at least twice a week. She loves movies a lot.
翰林,九上,lesson 1,You got it.,,沒錯。,A: Is two the answer to this math question? B: You got it.
翰林,九上,lesson 1,choice,n.,選擇,All these dresses look pretty. It's hard for me to make a choice. 
翰林,九上,lesson 1,gym,n.,健身房；體育館,There will be a basketball game at the gym this afternoon.
翰林,九上,lesson 1,abroad,adv.,到國外,Vincent has been abroad for work for six months already.
翰林,九上,lesson 1,cheat,v.,作弊；欺騙,Cheating on a test is not the right thing to do.
翰林,九上,lesson 1,copy,v.,抄襲；複製,Karen copied down the answers from the book.
翰林,九上,lesson 1,race,n.,速度競賽,Joe hasn't decided to join the swimming race yet.
翰林,九上,lesson 1,stay in shape,,保持健康,What are some tips for staying in shape?
翰林,九上,lesson 1,letter,n.,信,Jerry wrote a letter to his cousin in Australia. 
翰林,九上,lesson 1,teenager,n.,青少年,It is difficult for the young teacher to teach a group of teenagers.
翰林,九上,lesson 1,senior high school,n.,高中,They have known each other since senior high school.
翰林,九上,lesson 1,understand,v.,瞭解,I don't think that I understand your question. Can you ask the question again?
翰林,九上,lesson 1,drum,n.,鼓,Lina has played the drums in a band for more than ten years.
翰林,九上,lesson 1,joy,n.,樂趣；喜悅,Mrs. Davis was full of joy when she learned that she's going to have a baby.
翰林,九上,lesson 1,pop,n.,流行音樂,Who is your favorite pop singer in Taiwan?
翰林,九上,lesson 1,lately,adv.,最近,I have been busy with my reports lately.
翰林,九上,lesson 1,angry,adj.,生氣的,Mom was angry at me because I broke her favorite cup.
翰林,九上,lesson 1,serious,adj.,嚴重的,Logan has serious sleeping problems.
翰林,九上,lesson 1,interest,n.; v.,興趣；使感興趣,Playing the guitar is one of my interests.
翰林,九上,lesson 1,garbage,n.,垃圾,Don't forget to take the garbage out when you leave.
翰林,九上,lesson 1,unhappy,adj.,不快樂的,Owen was unhappy because he had a bad day today. 
翰林,九上,lesson 1,wish,n.; v.,祝福,May all your wishes come true.
翰林,九上,lesson 1,envelope,n.,信封,"In Chinese culture, children get red envelopes on Chinese New Year's Eve."
